"","bins","chr","mark"
"2545",11,"1","ScnbKXS_15917-HRSCAF-18799_4995"
"2546",11,"1","ScnbKXS_15917-HRSCAF-18799_5161"
"2547",11,"1","ScnbKXS_15917-HRSCAF-18799_5253"
"2548",11,"1","ScnbKXS_15917-HRSCAF-18799_5330"
"2549",11,"1","ScnbKXS_15917-HRSCAF-18799_5333"
"2550",11,"1","ScnbKXS_15917-HRSCAF-18799_5626"
"2551",11,"1","ScnbKXS_15941-HRSCAF-18851_128390"
"2552",11,"1","ScnbKXS_15951-HRSCAF-18867_8031"
"2553",11,"1","ScnbKXS_15951-HRSCAF-18867_8037"
"2554",11,"1","ScnbKXS_16000-HRSCAF-19007_133415"
"2555",11,"1","ScnbKXS_16000-HRSCAF-19007_133777"
"2556",11,"1","ScnbKXS_16000-HRSCAF-19007_134092"
"2557",11,"1","ScnbKXS_16000-HRSCAF-19007_134149"
"2558",11,"1","ScnbKXS_16000-HRSCAF-19007_134366"
"2559",11,"1","ScnbKXS_16000-HRSCAF-19007_134515"
"2560",11,"1","ScnbKXS_16000-HRSCAF-19007_134549"
"2561",11,"1","ScnbKXS_16000-HRSCAF-19007_134566"
"2562",11,"1","ScnbKXS_16000-HRSCAF-19007_134575"
"2563",11,"1","ScnbKXS_16000-HRSCAF-19007_134613"
"2564",11,"1","ScnbKXS_16000-HRSCAF-19007_134614"
"2565",11,"1","ScnbKXS_16000-HRSCAF-19007_134644"
"2566",11,"1","ScnbKXS_16000-HRSCAF-19007_134653"
"2567",11,"1","ScnbKXS_16000-HRSCAF-19007_134797"
"2568",11,"1","ScnbKXS_16000-HRSCAF-19007_134819"
"2569",11,"1","ScnbKXS_16000-HRSCAF-19007_134834"
"2570",11,"1","ScnbKXS_16000-HRSCAF-19007_134962"
"2571",11,"1","ScnbKXS_16000-HRSCAF-19007_135190"
"2572",11,"1","ScnbKXS_16000-HRSCAF-19007_135271"
"2573",11,"1","ScnbKXS_16000-HRSCAF-19007_135338"
"2574",11,"1","ScnbKXS_16000-HRSCAF-19007_135391"
"2575",11,"1","ScnbKXS_16000-HRSCAF-19007_135408"
"2576",11,"1","ScnbKXS_16000-HRSCAF-19007_135419"
"2577",11,"1","ScnbKXS_16039-HRSCAF-19078_174833"
"2578",11,"1","ScnbKXS_16039-HRSCAF-19078_174861"
"2579",11,"1","ScnbKXS_16039-HRSCAF-19078_174971"
"2580",11,"1","ScnbKXS_16039-HRSCAF-19078_175333"
"2581",11,"1","ScnbKXS_16068-HRSCAF-19143_156127"
"2582",11,"1","ScnbKXS_16068-HRSCAF-19143_156417"
"2583",11,"1","ScnbKXS_16068-HRSCAF-19143_156440"
"2584",11,"1","ScnbKXS_16068-HRSCAF-19143_156529"
"2585",11,"1","ScnbKXS_16068-HRSCAF-19143_156716"
"2586",11,"1","ScnbKXS_16068-HRSCAF-19143_156739"
"2587",11,"1","ScnbKXS_16068-HRSCAF-19143_156970"
"2588",11,"1","ScnbKXS_16068-HRSCAF-19143_156989"
"2589",11,"1","ScnbKXS_16068-HRSCAF-19143_157008"
"2590",11,"1","ScnbKXS_16068-HRSCAF-19143_157040"
"2591",11,"1","ScnbKXS_16068-HRSCAF-19143_157069"
"2592",11,"1","ScnbKXS_16068-HRSCAF-19143_157120"
"2593",11,"1","ScnbKXS_16068-HRSCAF-19143_157142"
"2594",11,"1","ScnbKXS_16068-HRSCAF-19143_157155"
"2595",11,"1","ScnbKXS_16068-HRSCAF-19143_157199"
"2596",11,"1","ScnbKXS_16068-HRSCAF-19143_157223"
"2597",11,"1","ScnbKXS_16068-HRSCAF-19143_157229"
"2598",11,"1","ScnbKXS_16068-HRSCAF-19143_157268"
"2599",11,"1","ScnbKXS_16068-HRSCAF-19143_157274"
"2600",11,"1","ScnbKXS_16068-HRSCAF-19143_157381"
"2601",11,"1","ScnbKXS_16068-HRSCAF-19143_157382"
"2602",11,"1","ScnbKXS_16068-HRSCAF-19143_157442"
"2603",11,"1","ScnbKXS_16068-HRSCAF-19143_157475"
"2604",11,"1","ScnbKXS_16089-HRSCAF-19184_16878"
"2605",11,"1","ScnbKXS_16089-HRSCAF-19184_16923"
"2606",11,"1","ScnbKXS_16089-HRSCAF-19184_17546"
"2607",11,"1","ScnbKXS_16089-HRSCAF-19184_17560"
"2608",11,"1","ScnbKXS_16089-HRSCAF-19184_17570"
"2609",11,"1","ScnbKXS_16089-HRSCAF-19184_19222"
"2610",11,"1","ScnbKXS_16089-HRSCAF-19184_19223"
"2611",11,"1","ScnbKXS_16089-HRSCAF-19184_19251"
"2612",11,"1","ScnbKXS_16089-HRSCAF-19184_19503"
"2613",11,"1","ScnbKXS_16089-HRSCAF-19184_21067"
"2614",11,"1","ScnbKXS_16092-HRSCAF-19189_57350"
"2615",11,"1","ScnbKXS_16092-HRSCAF-19189_57366"
"2616",11,"1","ScnbKXS_16092-HRSCAF-19189_57921"
"2617",11,"1","ScnbKXS_16092-HRSCAF-19189_64623"
"2618",11,"1","ScnbKXS_16100-HRSCAF-19211_38916"
"2619",11,"1","ScnbKXS_16100-HRSCAF-19211_38953"
"2620",11,"1","ScnbKXS_16100-HRSCAF-19211_38965"
"2621",11,"1","ScnbKXS_16100-HRSCAF-19211_39107"
"2622",11,"1","ScnbKXS_16135-HRSCAF-19280_10128"
"2623",11,"1","ScnbKXS_16135-HRSCAF-19280_10581"
"2624",11,"1","ScnbKXS_16135-HRSCAF-19280_10582"
"2625",11,"1","ScnbKXS_16135-HRSCAF-19280_10609"
"2626",11,"1","ScnbKXS_16135-HRSCAF-19280_11443"
"2627",11,"1","ScnbKXS_16135-HRSCAF-19280_11767"
"2628",11,"1","ScnbKXS_16154-HRSCAF-19328_6899"
"2629",11,"1","ScnbKXS_16154-HRSCAF-19328_104687"
"2630",11,"1","ScnbKXS_16154-HRSCAF-19328_104874"
"2631",11,"1","ScnbKXS_16154-HRSCAF-19328_104959"
"2632",11,"1","ScnbKXS_16154-HRSCAF-19328_104996"
"2633",11,"1","ScnbKXS_16154-HRSCAF-19328_105092"
"2634",11,"1","ScnbKXS_16154-HRSCAF-19328_105104"
"2635",11,"1","ScnbKXS_16154-HRSCAF-19328_105121"
"2636",11,"1","ScnbKXS_16154-HRSCAF-19328_105176"
"2637",11,"1","ScnbKXS_16154-HRSCAF-19328_105266"
"2638",11,"1","ScnbKXS_16154-HRSCAF-19328_105269"
"2639",11,"1","ScnbKXS_16223-HRSCAF-19454_35270"
"2640",11,"1","ScnbKXS_16223-HRSCAF-19454_35449"
"2641",11,"1","ScnbKXS_16223-HRSCAF-19454_35451"
"2642",11,"1","ScnbKXS_16223-HRSCAF-19454_35491"
"2643",11,"1","ScnbKXS_16245-HRSCAF-19490_103832"
"2644",11,"1","ScnbKXS_16245-HRSCAF-19490_103891"
"2645",11,"1","ScnbKXS_16245-HRSCAF-19490_103899"
"2646",11,"1","ScnbKXS_16245-HRSCAF-19490_103941"
"2647",11,"1","ScnbKXS_16245-HRSCAF-19490_104037"
"2648",11,"1","ScnbKXS_16245-HRSCAF-19490_104118"
"2649",11,"1","ScnbKXS_16245-HRSCAF-19490_104134"
"2650",11,"1","ScnbKXS_16245-HRSCAF-19490_104238"
"2651",11,"1","ScnbKXS_16245-HRSCAF-19490_104310"
"2652",11,"1","ScnbKXS_16245-HRSCAF-19490_104375"
"2653",11,"1","ScnbKXS_16245-HRSCAF-19490_105418"
"2654",11,"1","ScnbKXS_16245-HRSCAF-19490_105422"
"2655",11,"1","ScnbKXS_16245-HRSCAF-19490_106748"
"2656",11,"1","ScnbKXS_16245-HRSCAF-19490_106806"
"2657",11,"1","ScnbKXS_16245-HRSCAF-19490_106812"
"2658",11,"1","ScnbKXS_16347-HRSCAF-19704_32241"
"2659",11,"1","ScnbKXS_16347-HRSCAF-19704_32286"
"2660",11,"1","ScnbKXS_16347-HRSCAF-19704_32330"
"2661",11,"1","ScnbKXS_16347-HRSCAF-19704_32406"
"2662",11,"1","ScnbKXS_16347-HRSCAF-19704_32521"
"2663",11,"1","ScnbKXS_16347-HRSCAF-19704_32598"
"2664",11,"1","ScnbKXS_16347-HRSCAF-19704_33347"
"2665",11,"1","ScnbKXS_16347-HRSCAF-19704_33472"
"2666",11,"1","ScnbKXS_16347-HRSCAF-19704_33529"
"2667",11,"1","ScnbKXS_16347-HRSCAF-19704_33719"
"2668",11,"1","ScnbKXS_16347-HRSCAF-19704_33764"
"2669",11,"1","ScnbKXS_16347-HRSCAF-19704_34861"
"2670",11,"1","ScnbKXS_16347-HRSCAF-19704_34990"
"2671",11,"1","ScnbKXS_16347-HRSCAF-19704_35131"
"2672",11,"1","ScnbKXS_16347-HRSCAF-19704_36970"
"2673",11,"1","ScnbKXS_16347-HRSCAF-19704_37735"
"2674",11,"1","ScnbKXS_16347-HRSCAF-19704_37998"
"2675",11,"1","ScnbKXS_16380-HRSCAF-19763_168763"
"2676",11,"1","ScnbKXS_16380-HRSCAF-19763_171165"
"2677",11,"1","ScnbKXS_16380-HRSCAF-19763_171220"
"2678",11,"1","ScnbKXS_16380-HRSCAF-19763_180270"
"2679",11,"1","ScnbKXS_16405-HRSCAF-19822_40704"
"2680",11,"1","ScnbKXS_16405-HRSCAF-19822_41857"
"2681",11,"1","ScnbKXS_16405-HRSCAF-19822_42566"
"2682",11,"1","ScnbKXS_16405-HRSCAF-19822_42572"
"2683",11,"1","ScnbKXS_16405-HRSCAF-19822_42645"
"2684",11,"1","ScnbKXS_16405-HRSCAF-19822_42939"
"2685",11,"1","ScnbKXS_16405-HRSCAF-19822_42940"
"2686",11,"1","ScnbKXS_16405-HRSCAF-19822_42985"
"2687",11,"1","ScnbKXS_16405-HRSCAF-19822_43262"
"2688",11,"1","ScnbKXS_16405-HRSCAF-19822_43679"
"2689",11,"1","ScnbKXS_16405-HRSCAF-19822_43708"
"2690",11,"1","ScnbKXS_16405-HRSCAF-19822_43728"
"2691",11,"1","ScnbKXS_16405-HRSCAF-19822_43750"
"2692",11,"1","ScnbKXS_16425-HRSCAF-19860_54521"
"2693",11,"1","ScnbKXS_16467-HRSCAF-19962_78470"
"2694",11,"1","ScnbKXS_16467-HRSCAF-19962_79790"
"2695",11,"1","ScnbKXS_16467-HRSCAF-19962_79837"
"2696",11,"1","ScnbKXS_16467-HRSCAF-19962_79843"
"2697",11,"1","ScnbKXS_16467-HRSCAF-19962_82524"
"2698",11,"1","ScnbKXS_16467-HRSCAF-19962_83901"
"2699",11,"1","ScnbKXS_16467-HRSCAF-19962_83961"
"2700",11,"1","ScnbKXS_16467-HRSCAF-19962_89958"
"2701",11,"1","ScnbKXS_16467-HRSCAF-19962_90353"
"2702",11,"1","ScnbKXS_16610-HRSCAF-20265_177790"
"2703",11,"1","ScnbKXS_16672-HRSCAF-20387_80194"
"2704",11,"1","ScnbKXS_16672-HRSCAF-20387_80196"
"2705",11,"1","ScnbKXS_16672-HRSCAF-20387_80604"
"2706",11,"1","ScnbKXS_16672-HRSCAF-20387_80652"
"2707",11,"1","ScnbKXS_16672-HRSCAF-20387_81349"
"2708",11,"1","ScnbKXS_16672-HRSCAF-20387_81418"
"2709",11,"1","ScnbKXS_16672-HRSCAF-20387_81611"
"2710",11,"1","ScnbKXS_16672-HRSCAF-20387_81614"
"2711",11,"1","ScnbKXS_16672-HRSCAF-20387_81778"
"2712",11,"1","ScnbKXS_16727-HRSCAF-20513_21362"
"2713",11,"1","ScnbKXS_16737-HRSCAF-20534_2951089"
"2714",11,"1","ScnbKXS_16737-HRSCAF-20534_2951185"
"2715",11,"1","ScnbKXS_16737-HRSCAF-20534_2951236"
"2716",11,"1","ScnbKXS_16737-HRSCAF-20534_2951423"
"2717",11,"1","ScnbKXS_16737-HRSCAF-20534_4267460"
"2718",11,"1","ScnbKXS_16761-HRSCAF-20580_240676"
"2719",11,"1","ScnbKXS_16761-HRSCAF-20580_241254"
"2720",11,"1","ScnbKXS_16761-HRSCAF-20580_241404"
"2721",11,"1","ScnbKXS_16761-HRSCAF-20580_241527"
"2722",11,"1","ScnbKXS_16761-HRSCAF-20580_241693"
"2723",11,"1","ScnbKXS_16761-HRSCAF-20580_241923"
"2724",11,"1","ScnbKXS_16761-HRSCAF-20580_242062"
"2725",11,"1","ScnbKXS_16761-HRSCAF-20580_242113"
"2726",11,"1","ScnbKXS_16845-HRSCAF-20756_47678"
"2727",11,"1","ScnbKXS_16845-HRSCAF-20756_47877"
"2728",11,"1","ScnbKXS_16845-HRSCAF-20756_48083"
"2729",11,"1","ScnbKXS_16845-HRSCAF-20756_48146"
"2730",11,"1","ScnbKXS_16845-HRSCAF-20756_48272"
"2731",11,"1","ScnbKXS_16845-HRSCAF-20756_48380"
"2732",11,"1","ScnbKXS_16845-HRSCAF-20756_49833"
"2733",11,"1","ScnbKXS_16845-HRSCAF-20756_50677"
"2734",11,"1","ScnbKXS_16845-HRSCAF-20756_50990"
"2735",11,"1","ScnbKXS_16948-HRSCAF-20963_1062716"
"2736",11,"1","ScnbKXS_16948-HRSCAF-20963_1062720"
"2737",11,"1","ScnbKXS_16948-HRSCAF-20963_1062868"
"2738",11,"1","ScnbKXS_16948-HRSCAF-20963_1063045"
"2739",11,"1","ScnbKXS_16948-HRSCAF-20963_1063086"
"2740",11,"1","ScnbKXS_16948-HRSCAF-20963_1063609"
"2741",11,"1","ScnbKXS_16948-HRSCAF-20963_1063669"
"2742",11,"1","ScnbKXS_16948-HRSCAF-20963_1063678"
"2743",11,"1","ScnbKXS_16948-HRSCAF-20963_1063703"
"2744",11,"1","ScnbKXS_16948-HRSCAF-20963_1063921"
"2745",11,"1","ScnbKXS_16948-HRSCAF-20963_1063927"
"2746",11,"1","ScnbKXS_16948-HRSCAF-20963_1064909"
"2747",11,"1","ScnbKXS_16948-HRSCAF-20963_1065196"
"2748",11,"1","ScnbKXS_16948-HRSCAF-20963_1065406"
"2749",11,"1","ScnbKXS_16948-HRSCAF-20963_1066226"
"2750",11,"1","ScnbKXS_16948-HRSCAF-20963_1066382"
"2751",11,"1","ScnbKXS_16948-HRSCAF-20963_1066417"
"2752",11,"1","ScnbKXS_16948-HRSCAF-20963_1066418"
"2753",11,"1","ScnbKXS_16948-HRSCAF-20963_1066609"
"2754",11,"1","ScnbKXS_16948-HRSCAF-20963_1067130"
"2755",11,"1","ScnbKXS_16948-HRSCAF-20963_1067216"
"2756",11,"1","ScnbKXS_16948-HRSCAF-20963_1067286"
"2757",11,"1","ScnbKXS_16948-HRSCAF-20963_1067527"
"2758",11,"1","ScnbKXS_16948-HRSCAF-20963_1068244"
"2759",11,"1","ScnbKXS_16948-HRSCAF-20963_1068428"
"2760",11,"1","ScnbKXS_17016-HRSCAF-21114_6787014"
"2761",11,"1","ScnbKXS_17040-HRSCAF-21160_74643"
"2762",11,"1","ScnbKXS_17040-HRSCAF-21160_74646"
"2763",11,"1","ScnbKXS_17040-HRSCAF-21160_74698"
"2764",11,"1","ScnbKXS_17040-HRSCAF-21160_200231"
"2765",11,"1","ScnbKXS_17040-HRSCAF-21160_200252"
"2766",11,"1","ScnbKXS_17040-HRSCAF-21160_3446617"
"2767",11,"1","ScnbKXS_17040-HRSCAF-21160_3446778"
"2768",11,"1","ScnbKXS_17040-HRSCAF-21160_3447795"
"2769",11,"1","ScnbKXS_17040-HRSCAF-21160_4008724"
"2770",11,"1","ScnbKXS_17041-HRSCAF-21161_71942"
"2771",11,"1","ScnbKXS_17113-HRSCAF-21295_135711"
"2772",11,"1","ScnbKXS_17113-HRSCAF-21295_138498"
"2773",11,"1","ScnbKXS_17113-HRSCAF-21295_138943"
"2774",11,"1","ScnbKXS_17113-HRSCAF-21295_138958"
"2775",11,"1","ScnbKXS_17113-HRSCAF-21295_140212"
"2776",11,"1","ScnbKXS_17113-HRSCAF-21295_140519"
"2777",11,"1","ScnbKXS_17113-HRSCAF-21295_140537"
"2778",11,"1","ScnbKXS_17113-HRSCAF-21295_140552"
"2779",11,"1","ScnbKXS_17113-HRSCAF-21295_140630"
"2780",11,"1","ScnbKXS_17113-HRSCAF-21295_140654"
"2781",11,"1","ScnbKXS_17113-HRSCAF-21295_140711"
"2782",11,"1","ScnbKXS_17113-HRSCAF-21295_140723"
"2783",11,"1","ScnbKXS_17113-HRSCAF-21295_140833"
"2784",11,"1","ScnbKXS_17113-HRSCAF-21295_140842"
"2785",11,"1","ScnbKXS_17113-HRSCAF-21295_140884"
"2786",11,"1","ScnbKXS_17113-HRSCAF-21295_166484"
"2787",11,"1","ScnbKXS_17113-HRSCAF-21295_166495"
"2788",11,"1","ScnbKXS_17113-HRSCAF-21295_166506"
"2789",11,"1","ScnbKXS_17113-HRSCAF-21295_166523"
"2790",11,"1","ScnbKXS_17113-HRSCAF-21295_166536"
"2791",11,"1","ScnbKXS_17113-HRSCAF-21295_167715"
"2792",11,"1","ScnbKXS_17113-HRSCAF-21295_168509"
"2793",11,"1","ScnbKXS_17113-HRSCAF-21295_170392"
"2794",11,"1","ScnbKXS_17113-HRSCAF-21295_171493"
"2795",11,"1","ScnbKXS_17113-HRSCAF-21295_171596"
"2796",11,"1","ScnbKXS_17113-HRSCAF-21295_171646"
"2797",11,"1","ScnbKXS_17113-HRSCAF-21295_171894"
"2798",11,"1","ScnbKXS_17113-HRSCAF-21295_173231"
"2799",11,"1","ScnbKXS_17113-HRSCAF-21295_173235"
"2800",11,"1","ScnbKXS_17113-HRSCAF-21295_175299"
"2801",11,"1","ScnbKXS_17113-HRSCAF-21295_176567"
"2802",11,"1","ScnbKXS_17113-HRSCAF-21295_176644"
"2803",11,"1","ScnbKXS_17113-HRSCAF-21295_176946"
"2804",11,"1","ScnbKXS_17113-HRSCAF-21295_177460"
"2805",11,"1","ScnbKXS_17113-HRSCAF-21295_177537"
"2806",11,"1","ScnbKXS_17113-HRSCAF-21295_177707"
"2807",11,"1","ScnbKXS_17113-HRSCAF-21295_177846"
"2808",11,"1","ScnbKXS_17113-HRSCAF-21295_177870"
"2809",11,"1","ScnbKXS_17113-HRSCAF-21295_178170"
"2810",11,"1","ScnbKXS_17117-HRSCAF-21310_93191"
"2811",11,"1","ScnbKXS_17117-HRSCAF-21310_95193"
"2812",11,"1","ScnbKXS_17117-HRSCAF-21310_95543"
"2813",11,"1","ScnbKXS_17117-HRSCAF-21310_95816"
"2814",11,"1","ScnbKXS_17117-HRSCAF-21310_95934"
"2815",11,"1","ScnbKXS_17117-HRSCAF-21310_96939"
"2816",11,"1","ScnbKXS_17117-HRSCAF-21310_97378"
"2817",11,"1","ScnbKXS_17124-HRSCAF-21323_8145"
"2818",11,"1","ScnbKXS_17124-HRSCAF-21323_8166"
"2819",11,"1","ScnbKXS_17124-HRSCAF-21323_8170"
"2820",11,"1","ScnbKXS_17124-HRSCAF-21323_8186"
"2821",11,"1","ScnbKXS_17124-HRSCAF-21323_8192"
"2822",11,"1","ScnbKXS_17208-HRSCAF-21473_5593"
"2823",11,"1","ScnbKXS_17214-HRSCAF-21481_45518"
"2824",11,"1","ScnbKXS_17214-HRSCAF-21481_45525"
"2825",11,"1","ScnbKXS_17214-HRSCAF-21481_45548"
"2826",11,"1","ScnbKXS_17214-HRSCAF-21481_45625"
"2827",11,"1","ScnbKXS_17214-HRSCAF-21481_46829"
"2828",11,"1","ScnbKXS_17214-HRSCAF-21481_47647"
"2829",11,"1","ScnbKXS_17214-HRSCAF-21481_47877"
"2830",11,"1","ScnbKXS_17214-HRSCAF-21481_48502"
"2831",11,"1","ScnbKXS_17214-HRSCAF-21481_48724"
"2832",11,"1","ScnbKXS_17214-HRSCAF-21481_48745"
"2833",11,"1","ScnbKXS_17214-HRSCAF-21481_48772"
"2834",11,"1","ScnbKXS_17214-HRSCAF-21481_49692"
"2835",11,"1","ScnbKXS_17214-HRSCAF-21481_49780"
"2836",11,"1","ScnbKXS_17214-HRSCAF-21481_49781"
"2837",11,"1","ScnbKXS_17214-HRSCAF-21481_49866"
"2838",11,"1","ScnbKXS_17214-HRSCAF-21481_49881"
"2839",11,"1","ScnbKXS_17214-HRSCAF-21481_49886"
"2840",11,"1","ScnbKXS_17214-HRSCAF-21481_49946"
"2841",11,"1","ScnbKXS_17214-HRSCAF-21481_49971"
"2842",11,"1","ScnbKXS_17214-HRSCAF-21481_50043"
"2843",11,"1","ScnbKXS_17214-HRSCAF-21481_50080"
"2844",11,"1","ScnbKXS_17214-HRSCAF-21481_50086"
"2845",11,"1","ScnbKXS_17214-HRSCAF-21481_50087"
"2846",11,"1","ScnbKXS_17214-HRSCAF-21481_50088"
"2847",11,"1","ScnbKXS_17214-HRSCAF-21481_50278"
"2848",11,"1","ScnbKXS_17214-HRSCAF-21481_50281"
"2849",11,"1","ScnbKXS_17214-HRSCAF-21481_50681"
"2850",11,"1","ScnbKXS_17214-HRSCAF-21481_50945"
"2851",11,"1","ScnbKXS_17214-HRSCAF-21481_50953"
"2852",11,"1","ScnbKXS_17214-HRSCAF-21481_50956"
"2853",11,"1","ScnbKXS_17261-HRSCAF-21553_416366"
"2854",11,"1","ScnbKXS_17261-HRSCAF-21553_416959"
"2855",11,"1","ScnbKXS_17261-HRSCAF-21553_417513"
"2856",11,"1","ScnbKXS_17261-HRSCAF-21553_417543"
"2857",11,"1","ScnbKXS_17261-HRSCAF-21553_420691"
"2858",11,"1","ScnbKXS_17271-HRSCAF-21563_149294"
"2859",11,"1","ScnbKXS_17271-HRSCAF-21563_1666677"
"2860",11,"1","ScnbKXS_17271-HRSCAF-21563_1668604"
"2861",11,"1","ScnbKXS_17271-HRSCAF-21563_1668945"
"2862",11,"1","ScnbKXS_17271-HRSCAF-21563_2434241"
"2863",11,"1","ScnbKXS_17271-HRSCAF-21563_2434779"
"2864",12,"1","ScnbKXS_316-HRSCAF-371_264995"
"2865",12,"1","ScnbKXS_316-HRSCAF-371_265470"
"2866",12,"1","ScnbKXS_316-HRSCAF-371_265471"
"2867",12,"1","ScnbKXS_316-HRSCAF-371_265475"
"2868",12,"1","ScnbKXS_316-HRSCAF-371_265489"
"2869",12,"1","ScnbKXS_316-HRSCAF-371_265490"
"2870",12,"1","ScnbKXS_316-HRSCAF-371_265723"
"2871",12,"1","ScnbKXS_316-HRSCAF-371_270341"
"2872",12,"1","ScnbKXS_316-HRSCAF-371_271439"
"2873",12,"1","ScnbKXS_316-HRSCAF-371_390687"
"2874",12,"1","ScnbKXS_316-HRSCAF-371_395142"
"2875",12,"1","ScnbKXS_316-HRSCAF-371_395871"
"2876",12,"1","ScnbKXS_316-HRSCAF-371_397329"
"2877",12,"1","ScnbKXS_316-HRSCAF-371_397338"
"2878",12,"1","ScnbKXS_316-HRSCAF-371_397694"
"2879",12,"1","ScnbKXS_316-HRSCAF-371_400362"
"2880",12,"1","ScnbKXS_316-HRSCAF-371_401625"
"2881",12,"1","ScnbKXS_316-HRSCAF-371_402618"
"2882",12,"1","ScnbKXS_316-HRSCAF-371_402900"
"2883",12,"1","ScnbKXS_316-HRSCAF-371_403806"
"2884",12,"1","ScnbKXS_316-HRSCAF-371_1110833"
"2885",12,"1","ScnbKXS_316-HRSCAF-371_1110887"
"2886",12,"1","ScnbKXS_316-HRSCAF-371_1110911"
"2887",12,"1","ScnbKXS_316-HRSCAF-371_1111038"
"2888",12,"1","ScnbKXS_316-HRSCAF-371_1111090"
"2889",12,"1","ScnbKXS_316-HRSCAF-371_1111092"
"2890",12,"1","ScnbKXS_316-HRSCAF-371_1111901"
"2891",12,"1","ScnbKXS_316-HRSCAF-371_1111904"
"2892",12,"1","ScnbKXS_316-HRSCAF-371_1112728"
"2893",12,"1","ScnbKXS_326-HRSCAF-382_2483908"
"2894",12,"1","ScnbKXS_326-HRSCAF-382_2484181"
"2895",12,"1","ScnbKXS_326-HRSCAF-382_2484223"
"2896",12,"1","ScnbKXS_326-HRSCAF-382_2488253"
"2897",12,"1","ScnbKXS_326-HRSCAF-382_2488324"
"2898",12,"1","ScnbKXS_326-HRSCAF-382_4945217"
"2899",12,"1","ScnbKXS_326-HRSCAF-382_4945245"
"2900",12,"1","ScnbKXS_326-HRSCAF-382_4945536"
"2901",12,"1","ScnbKXS_326-HRSCAF-382_4945537"
"2902",12,"1","ScnbKXS_326-HRSCAF-382_4945605"
"2903",12,"1","ScnbKXS_326-HRSCAF-382_4945623"
"2904",12,"1","ScnbKXS_326-HRSCAF-382_4945635"
"2905",12,"1","ScnbKXS_326-HRSCAF-382_4945666"
"2906",12,"1","ScnbKXS_326-HRSCAF-382_4945794"
"2907",12,"1","ScnbKXS_326-HRSCAF-382_4945839"
"2908",12,"1","ScnbKXS_326-HRSCAF-382_4946022"
"2909",12,"1","ScnbKXS_326-HRSCAF-382_4946136"
"2910",12,"1","ScnbKXS_326-HRSCAF-382_4946647"
"2911",12,"1","ScnbKXS_326-HRSCAF-382_4946739"
"2912",12,"1","ScnbKXS_326-HRSCAF-382_4946802"
"2913",12,"1","ScnbKXS_326-HRSCAF-382_4946841"
"2914",12,"1","ScnbKXS_448-HRSCAF-528_32546"
"2915",12,"1","ScnbKXS_448-HRSCAF-528_32654"
"2916",12,"1","ScnbKXS_448-HRSCAF-528_32682"
"2917",12,"1","ScnbKXS_448-HRSCAF-528_33547"
"2918",12,"1","ScnbKXS_448-HRSCAF-528_33593"
"2919",12,"1","ScnbKXS_448-HRSCAF-528_33646"
"2920",12,"1","ScnbKXS_448-HRSCAF-528_33717"
"2921",12,"1","ScnbKXS_448-HRSCAF-528_33774"
"2922",12,"1","ScnbKXS_448-HRSCAF-528_33781"
"2923",12,"1","ScnbKXS_737-HRSCAF-872_79884"
"2924",12,"1","ScnbKXS_737-HRSCAF-872_80076"
"2925",12,"1","ScnbKXS_737-HRSCAF-872_81042"
"2926",12,"1","ScnbKXS_737-HRSCAF-872_81110"
"2927",12,"1","ScnbKXS_769-HRSCAF-911_58904"
"2928",12,"1","ScnbKXS_769-HRSCAF-911_58949"
"2929",12,"1","ScnbKXS_1117-HRSCAF-1317_23126"
"2930",12,"1","ScnbKXS_1117-HRSCAF-1317_23254"
"2931",12,"1","ScnbKXS_1248-HRSCAF-1478_783988"
"2932",12,"1","ScnbKXS_1248-HRSCAF-1478_784045"
"2933",12,"1","ScnbKXS_1248-HRSCAF-1478_784319"
"2934",12,"1","ScnbKXS_1248-HRSCAF-1478_784666"
"2935",12,"1","ScnbKXS_1319-HRSCAF-1563_8843"
"2936",12,"1","ScnbKXS_1750-HRSCAF-2070_155107"
"2937",12,"1","ScnbKXS_1750-HRSCAF-2070_174101"
"2938",12,"1","ScnbKXS_1750-HRSCAF-2070_174119"
"2939",12,"1","ScnbKXS_1750-HRSCAF-2070_174120"
"2940",12,"1","ScnbKXS_1750-HRSCAF-2070_174127"
"2941",12,"1","ScnbKXS_1750-HRSCAF-2070_174141"
"2942",12,"1","ScnbKXS_1750-HRSCAF-2070_185719"
"2943",12,"1","ScnbKXS_1750-HRSCAF-2070_185879"
"2944",12,"1","ScnbKXS_1750-HRSCAF-2070_185968"
"2945",12,"1","ScnbKXS_1750-HRSCAF-2070_186179"
"2946",12,"1","ScnbKXS_1750-HRSCAF-2070_186268"
"2947",12,"1","ScnbKXS_1750-HRSCAF-2070_186287"
"2948",12,"1","ScnbKXS_1750-HRSCAF-2070_186476"
"2949",12,"1","ScnbKXS_1750-HRSCAF-2070_186890"
"2950",12,"1","ScnbKXS_1750-HRSCAF-2070_187256"
"2951",12,"1","ScnbKXS_1750-HRSCAF-2070_187399"
"2952",12,"1","ScnbKXS_1750-HRSCAF-2070_187412"
"2953",12,"1","ScnbKXS_1750-HRSCAF-2070_187676"
"2954",12,"1","ScnbKXS_1750-HRSCAF-2070_187759"
"2955",12,"1","ScnbKXS_1750-HRSCAF-2070_187827"
"2956",12,"1","ScnbKXS_1750-HRSCAF-2070_187854"
"2957",12,"1","ScnbKXS_1750-HRSCAF-2070_187951"
