"","mark","chr","pos","neglog10P","missing","AA","AB","BB"
"198","ScnbKXS_14162-HRSCAF-16520_47374482","L.15",125.111424999748,19.5652103954055,0.021978021978022,0.539325842696629,0,0.460674157303371
"199","ScnbKXS_14162-HRSCAF-16520_73011607","L.15",126.261052830794,20.1469687401602,0,0.549450549450549,0,0.450549450549451
"200","ScnbKXS_14162-HRSCAF-16520_51886123","L.15",126.829259107733,20.1507759889829,0.021978021978022,0.573033707865168,0,0.426966292134831
"201","ScnbKXS_9840-HRSCAF-11473_4111204","L.15",137.566011642118,10.3748126232443,0.010989010989011,0.555555555555556,0.222222222222222,0.222222222222222
"202","ScnbKXS_9840-HRSCAF-11473_4111294","L.15",137.566011642118,10.3748126232443,0.010989010989011,0.555555555555556,0.222222222222222,0.222222222222222
"203","ScnbKXS_14162-HRSCAF-16520_42228319","L.15",140.133200190292,10.468406000602,0,0.56043956043956,0.241758241758242,0.197802197802198
"204","ScnbKXS_14162-HRSCAF-16520_73637352","L.15",142.136988625974,10.0245665850306,0,0.549450549450549,0.230769230769231,0.21978021978022
"205","ScnbKXS_14162-HRSCAF-16520_59121913","L.15",142.686461293944,10.7300688373683,0.043956043956044,0.574712643678161,0.252873563218391,0.172413793103448
"206","ScnbKXS_9840-HRSCAF-11473_9845140","L.15",151.230193636995,11.7474271121413,0,0.549450549450549,0.43956043956044,0.010989010989011
"207","ScnbKXS_9840-HRSCAF-11473_2203096","L.15",151.779666304965,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"208","ScnbKXS_9840-HRSCAF-11473_8155221","L.15",151.779666304965,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"209","ScnbKXS_14162-HRSCAF-16520_45500595","L.15",152.878744390492,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"210","ScnbKXS_14162-HRSCAF-16520_46482852","L.15",152.878744390492,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"211","ScnbKXS_14162-HRSCAF-16520_43886549","L.15",153.97782247602,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"212","ScnbKXS_14162-HRSCAF-16520_43886935","L.15",153.97782247602,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"213","ScnbKXS_14162-HRSCAF-16520_40085514","L.15",155.626771670815,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"214","ScnbKXS_14162-HRSCAF-16520_39562282","L.15",155.626771670815,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"215","ScnbKXS_14162-HRSCAF-16520_38165210","L.15",157.27572086561,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"216","ScnbKXS_14162-HRSCAF-16520_38139668","L.15",157.27572086561,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"217","ScnbKXS_14162-HRSCAF-16520_37185373","L.15",158.374798951138,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"218","ScnbKXS_14162-HRSCAF-16520_37182499","L.15",158.374798951138,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"219","ScnbKXS_14162-HRSCAF-16520_36356787","L.15",159.473877036666,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"220","ScnbKXS_14162-HRSCAF-16520_36294094","L.15",160.023349704635,11.5756183061136,0,0.538461538461538,0.461538461538462,0
"221","ScnbKXS_14162-HRSCAF-16520_36263499","L.15",160.023349704635,11.5756183061136,0,0.538461538461538,0.461538461538462,0
"222","ScnbKXS_14162-HRSCAF-16520_36571292","L.15",161.122427790163,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"223","ScnbKXS_14162-HRSCAF-16520_36570635","L.15",161.122427790163,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"224","ScnbKXS_14162-HRSCAF-16520_37051110","L.15",162.221505875691,13.8849436944126,0.043956043956044,0.597701149425287,0.390804597701149,0.0114942528735632
"225","ScnbKXS_14162-HRSCAF-16520_37772889","L.15",163.320583961219,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"226","ScnbKXS_14162-HRSCAF-16520_37678288","L.15",163.320583961219,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"227","ScnbKXS_14162-HRSCAF-16520_38750420","L.15",164.419662046747,13.942761855828,0,0.582417582417582,0.417582417582418,0
"228","ScnbKXS_14162-HRSCAF-16520_38799894","L.15",164.419662046747,13.942761855828,0,0.582417582417582,0.417582417582418,0
"229","ScnbKXS_14162-HRSCAF-16520_40855267","L.15",166.618881370396,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"230","ScnbKXS_14162-HRSCAF-16520_40855101","L.15",166.618881370396,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"231","ScnbKXS_14162-HRSCAF-16520_44466686","L.15",167.717959455924,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"232","ScnbKXS_14162-HRSCAF-16520_44093003","L.15",167.717959455924,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"233","ScnbKXS_14162-HRSCAF-16520_51091660","L.15",168.817037541452,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"234","ScnbKXS_14162-HRSCAF-16520_49927254","L.15",168.817037541452,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"235","ScnbKXS_14162-HRSCAF-16520_48328246","L.15",180.567128272595,29.6652742127324,0.032967032967033,0.784090909090909,0.215909090909091,0
"236","ScnbKXS_7908-HRSCAF-9232_2645548","L.15",192.864585699475,39.3084761064877,0.010989010989011,0.855555555555556,0,0.144444444444444
"237","ScnbKXS_14162-HRSCAF-16520_76214510","L.15",205.823197103976,32.5913881197174,0.010989010989011,0.788888888888889,0,0.211111111111111
"238","ScnbKXS_14162-HRSCAF-16520_61090682","L.15",218.400786545778,19.735439473615,0.043956043956044,0.574712643678161,0,0.425287356321839
"239","ScnbKXS_14162-HRSCAF-16520_67747423","L.15",218.400786545778,20.7785782119489,0.010989010989011,0.588888888888889,0,0.411111111111111
"240","ScnbKXS_14162-HRSCAF-16520_82980223","L.15",218.400786545778,21.0876809387068,0.021978021978022,0.606741573033708,0,0.393258426966292
"241","ScnbKXS_14162-HRSCAF-16520_67747291","L.15",218.400786545778,20.7785782119489,0.010989010989011,0.588888888888889,0,0.411111111111111
"242","ScnbKXS_14162-HRSCAF-16520_67747337","L.15",218.950259213747,19.7700499150847,0.010989010989011,0.577777777777778,0.0111111111111111,0.411111111111111
"243","ScnbKXS_14162-HRSCAF-16520_73007609","L.15",231.340664341309,33.4998970813554,0.032967032967033,0.806818181818182,0,0.193181818181818
"244","ScnbKXS_14162-HRSCAF-16520_42915171","L.15",241.448678100177,10.6901337125956,0.043956043956044,0.563218390804598,0.206896551724138,0.229885057471264
"245","ScnbKXS_14162-HRSCAF-16520_56003843","L.15",251.585305802881,13.2010546826799,0.043956043956044,0.586206896551724,0.402298850574713,0.0114942528735632
"246","ScnbKXS_14162-HRSCAF-16520_52302655","L.15",252.684383888409,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"247","ScnbKXS_14162-HRSCAF-16520_49516992","L.15",253.233856556379,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"248","ScnbKXS_9840-HRSCAF-11473_14817213","L.15",253.783329224348,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"249","ScnbKXS_9840-HRSCAF-11473_2653976","L.15",254.332801892317,11.7404274941179,0.010989010989011,0.544444444444444,0.455555555555556,0
"250","ScnbKXS_9840-HRSCAF-11473_7814245","L.15",254.882274560287,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"251","ScnbKXS_14162-HRSCAF-16520_54668878","L.15",255.431747228256,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"252","ScnbKXS_14162-HRSCAF-16520_109215708","L.15",255.981219896226,14.4122331719242,0.021978021978022,0.595505617977528,0.404494382022472,0
"253","ScnbKXS_14162-HRSCAF-16520_58098668","L.15",256.530692564195,14.6623739288018,0.032967032967033,0.602272727272727,0.397727272727273,0
"254","ScnbKXS_9840-HRSCAF-11473_18154835","L.15",257.895500291343,10.7981400727763,0.032967032967033,0.545454545454545,0.431818181818182,0.0227272727272727
"255","ScnbKXS_14162-HRSCAF-16520_59993078","L.15",258.444972959313,11.9955953875145,0,0.56043956043956,0.417582417582418,0.021978021978022
"256","ScnbKXS_14162-HRSCAF-16520_46886684","L.15",258.994445627282,11.7918271406653,0.021978021978022,0.561797752808989,0.415730337078652,0.0224719101123595
"257","ScnbKXS_14162-HRSCAF-16520_42449316","L.15",260.643394822077,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"258","ScnbKXS_14162-HRSCAF-16520_39114652","L.15",261.192867490047,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"259","ScnbKXS_14162-HRSCAF-16520_39192242","L.15",261.742340158016,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"260","ScnbKXS_14162-HRSCAF-16520_38004058","L.15",262.291812825985,11.5756183061136,0,0.538461538461538,0.461538461538462,0
"261","ScnbKXS_14162-HRSCAF-16520_36356261","L.15",262.841285493955,11.2047976331039,0.010989010989011,0.533333333333333,0.466666666666667,0
"262","ScnbKXS_14162-HRSCAF-16520_36261833","L.15",263.390758161924,11.5756183061136,0,0.538461538461538,0.461538461538462,0
"263","ScnbKXS_14162-HRSCAF-16520_37209416","L.15",263.940230829893,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"264","ScnbKXS_14162-HRSCAF-16520_37512362","L.15",272.823748853033,9.77162584282317,0.010989010989011,0.555555555555556,0.277777777777778,0.166666666666667
"265","ScnbKXS_14162-HRSCAF-16520_38009896","L.15",273.373221521003,8.79080347358099,0.021978021978022,0.539325842696629,0.269662921348315,0.191011235955056
"266","ScnbKXS_14162-HRSCAF-16520_39858762","L.15",275.022170715798,10.3490943297495,0,0.56043956043956,0.252747252747253,0.186813186813187
"267","ScnbKXS_14162-HRSCAF-16520_64637134","L.15",276.671119910593,11.6101391495469,0.010989010989011,0.577777777777778,0.222222222222222,0.2
"268","ScnbKXS_14162-HRSCAF-16520_50803266","L.15",276.671119910593,12.0812828602177,0.032967032967033,0.590909090909091,0.227272727272727,0.181818181818182
"269","ScnbKXS_14162-HRSCAF-16520_91479848","L.15",277.220592578562,12.3773927342427,0.021978021978022,0.584269662921348,0.191011235955056,0.224719101123595
"270","ScnbKXS_14162-HRSCAF-16520_76217647","L.15",277.220592578562,11.5429617633949,0.021978021978022,0.573033707865168,0.202247191011236,0.224719101123595
"271","ScnbKXS_14162-HRSCAF-16520_92115816","L.15",277.220592578562,11.5433499224057,0.032967032967033,0.579545454545455,0.215909090909091,0.204545454545455
"272","ScnbKXS_14162-HRSCAF-16520_106818873","L.15",277.770065246531,10.5475002543132,0.021978021978022,0.561797752808989,0.224719101123595,0.213483146067416
"273","ScnbKXS_14162-HRSCAF-16520_76217672","L.15",277.770065246531,11.1613681849136,0.010989010989011,0.566666666666667,0.211111111111111,0.222222222222222
"274","ScnbKXS_14162-HRSCAF-16520_42048141","L.15",279.419014441326,9.3083783954597,0.010989010989011,0.544444444444444,0.255555555555556,0.2
"275","ScnbKXS_15927-HRSCAF-18817_3582671","L.16",0,7.51812003116963,0.010989010989011,0.511111111111111,0.266666666666667,0.222222222222222
"276","ScnbKXS_17162-HRSCAF-21394_33008409","L.16",0.561821396301464,6.76019927050501,0,0.494505494505495,0.274725274725275,0.230769230769231
"277","ScnbKXS_4254-HRSCAF-5010_4095555","L.16",1.11739981591922,7.23744595391518,0,0.505494505494505,0.274725274725275,0.21978021978022
"278","ScnbKXS_4254-HRSCAF-5010_73962","L.16",13.3327867269276,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"279","ScnbKXS_4254-HRSCAF-5010_4743009","L.16",13.3327867269276,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"280","ScnbKXS_16133-HRSCAF-19278_587255","L.16",14.4318648124555,9.26097189157429,0,0.483516483516484,0.516483516483517,0
"281","ScnbKXS_14162-HRSCAF-16520_51790367","L.16",14.4318648124555,9.26097189157429,0,0.483516483516484,0.516483516483517,0
"282","ScnbKXS_11131-HRSCAF-12978_8703788","L.16",16.0808140072504,8.88394701168026,0,0.472527472527473,0.527472527472527,0
"283","ScnbKXS_11131-HRSCAF-12978_8435246","L.16",16.0808140072504,8.88394701168026,0,0.472527472527473,0.527472527472527,0
"284","ScnbKXS_11131-HRSCAF-12978_8154629","L.16",17.1798920927783,8.21580165490602,0,0.450549450549451,0.549450549450549,0
"285","ScnbKXS_11131-HRSCAF-12978_8215745","L.16",17.1798920927783,8.21580165490602,0,0.450549450549451,0.549450549450549,0
"286","ScnbKXS_11131-HRSCAF-12978_7233369","L.16",17.7293647607477,8.38484459947301,0.032967032967033,0.465909090909091,0.534090909090909,0
"287","ScnbKXS_11131-HRSCAF-12978_7234609","L.16",17.7293647607477,8.38484459947301,0.032967032967033,0.465909090909091,0.534090909090909,0
"288","ScnbKXS_11131-HRSCAF-12978_9671673","L.16",18.9383915530832,8.6688106415857,0.021978021978022,0.471910112359551,0.528089887640449,0
"289","ScnbKXS_16655-HRSCAF-20348_300376","L.16",20.1474183454187,9.6667961402948,0.043956043956044,0.505747126436782,0.494252873563218,0
"290","ScnbKXS_16655-HRSCAF-20348_300923","L.16",20.1474183454187,9.35180784365002,0.010989010989011,0.488888888888889,0.511111111111111,0
"291","ScnbKXS_16655-HRSCAF-20348_300995","L.16",20.1474183454187,9.44956476635559,0.021978021978022,0.49438202247191,0.50561797752809,0
"292","ScnbKXS_16655-HRSCAF-20348_729271","L.16",20.6968910133881,8.88394701168026,0,0.472527472527473,0.527472527472527,0
"293","ScnbKXS_16655-HRSCAF-20348_469900","L.16",20.6968910133881,8.88394701168026,0,0.472527472527473,0.527472527472527,0
"294","ScnbKXS_16655-HRSCAF-20348_4464665","L.16",21.2463636813575,8.70563029633337,0.032967032967033,0.488636363636364,0.5,0.0113636363636364
"295","ScnbKXS_16133-HRSCAF-19278_1578603","L.16",22.0409234214701,9.66663157247293,0,0.494505494505495,0.505494505494505,0
"296","ScnbKXS_16133-HRSCAF-19278_1378471","L.16",22.0409234214701,9.66663157247293,0,0.494505494505495,0.505494505494505,0
"297","ScnbKXS_4254-HRSCAF-5010_3118829","L.16",23.140001506998,9.81022979677012,0.010989010989011,0.511111111111111,0.477777777777778,0.0111111111111111
"298","ScnbKXS_3564-HRSCAF-4214_3565615","L.16",24.2390795925259,9.66663157247293,0,0.494505494505495,0.505494505494505,0
"299","ScnbKXS_3754-HRSCAF-4434_11923070","L.16",24.2390795925259,9.66663157247293,0,0.494505494505495,0.505494505494505,0
"300","ScnbKXS_4254-HRSCAF-5010_10857164","L.16",24.7885522604952,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"301","ScnbKXS_3754-HRSCAF-4434_11493006","L.16",25.8876303460231,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"302","ScnbKXS_16918-HRSCAF-20903_203960","L.16",25.8876303460231,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"303","ScnbKXS_15927-HRSCAF-18817_936064","L.16",26.986708431551,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"304","ScnbKXS_292-HRSCAF-342_81613","L.16",26.986708431551,10.2203968074565,0.010989010989011,0.511111111111111,0.488888888888889,0
"305","ScnbKXS_292-HRSCAF-342_1900606","L.16",26.986708431551,10.482289540483,0.032967032967033,0.522727272727273,0.477272727272727,0
"306","ScnbKXS_292-HRSCAF-342_1900678","L.16",26.986708431551,10.347432009841,0.021978021978022,0.51685393258427,0.48314606741573,0
"307","ScnbKXS_15927-HRSCAF-18817_3656482","L.16",26.986708431551,10.003578577476,0.032967032967033,0.511363636363636,0.488636363636364,0
"308","ScnbKXS_15927-HRSCAF-18817_3746576","L.16",26.986708431551,10.347432009841,0.021978021978022,0.51685393258427,0.48314606741573,0
"309","ScnbKXS_15927-HRSCAF-18817_1676049","L.16",27.5361810995204,10.563855337284,0,0.516483516483517,0.483516483516484,0
"310","ScnbKXS_292-HRSCAF-342_44923","L.16",27.5361810995204,10.563855337284,0,0.516483516483517,0.483516483516484,0
"311","ScnbKXS_14162-HRSCAF-16520_81236510","L.16",28.0856537674898,11.0554194211965,0,0.527472527472527,0.472527472527473,0
"312","ScnbKXS_14162-HRSCAF-16520_81246129","L.16",28.6351264354592,10.563855337284,0,0.516483516483517,0.483516483516484,0
"313","ScnbKXS_14162-HRSCAF-16520_81185650","L.16",28.6351264354592,10.563855337284,0,0.516483516483517,0.483516483516484,0
"314","ScnbKXS_7574-HRSCAF-8850_2034737","L.16",29.1845991034286,11.0554194211965,0,0.527472527472527,0.472527472527473,0
"315","ScnbKXS_12196-HRSCAF-14239_1053206","L.16",29.7340717713979,11.5756183061136,0,0.538461538461538,0.461538461538462,0
"316","ScnbKXS_13921-HRSCAF-16245_25394","L.16",30.8331498569258,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"317","ScnbKXS_15822-HRSCAF-18587_448570","L.16",30.8331498569258,12.3050103205921,0.010989010989011,0.555555555555556,0.444444444444444,0
"318","ScnbKXS_13921-HRSCAF-16245_65831","L.16",31.3826225248952,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"319","ScnbKXS_15822-HRSCAF-18587_467375","L.16",31.3826225248952,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"320","ScnbKXS_13921-HRSCAF-16245_378227","L.16",32.4817006104231,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"321","ScnbKXS_13921-HRSCAF-16245_563663","L.16",32.4817006104231,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"322","ScnbKXS_13921-HRSCAF-16245_537373","L.16",33.0311732783925,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"323","ScnbKXS_13921-HRSCAF-16245_1748101","L.16",34.1302513639204,13.942761855828,0,0.582417582417582,0.417582417582418,0
"324","ScnbKXS_13921-HRSCAF-16245_1321423","L.16",34.1302513639204,13.5210348699212,0.010989010989011,0.577777777777778,0.422222222222222,0
"325","ScnbKXS_13921-HRSCAF-16245_2650315","L.16",34.6797240318898,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"326","ScnbKXS_13921-HRSCAF-16245_4561498","L.16",34.6797240318898,13.74371245259,0.021978021978022,0.584269662921348,0.415730337078652,0
"327","ScnbKXS_13921-HRSCAF-16245_2445128","L.16",34.6797240318898,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"328","ScnbKXS_13921-HRSCAF-16245_3425564","L.16",35.2291966998592,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"329","ScnbKXS_13921-HRSCAF-16245_7489947","L.16",36.3282747853871,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"330","ScnbKXS_13921-HRSCAF-16245_6862920","L.16",36.3282747853871,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"331","ScnbKXS_13921-HRSCAF-16245_7731505","L.16",37.427352870915,14.6061347457682,0,0.593406593406593,0.406593406593407,0
"332","ScnbKXS_13921-HRSCAF-16245_7820012","L.16",37.427352870915,14.6061347457682,0,0.593406593406593,0.406593406593407,0
"333","ScnbKXS_13921-HRSCAF-16245_8843463","L.16",39.6265721945639,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"334","ScnbKXS_13921-HRSCAF-16245_9211506","L.16",40.1760448625333,13.3200091665554,0.032967032967033,0.579545454545455,0.420454545454545,0
"335","ScnbKXS_13921-HRSCAF-16245_9208758","L.16",40.1760448625333,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"336","ScnbKXS_13921-HRSCAF-16245_9832970","L.16",40.7255175305027,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"337","ScnbKXS_10930-HRSCAF-12734_2746307","L.16",44.6898477273122,12.3050103205921,0.010989010989011,0.555555555555556,0.444444444444444,0
"338","ScnbKXS_10930-HRSCAF-12734_2749085","L.16",44.6898477273122,12.4945058529582,0.021978021978022,0.561797752808989,0.438202247191011,0
"339","ScnbKXS_10930-HRSCAF-12734_2540997","L.16",45.7889258128401,13.942761855828,0,0.582417582417582,0.417582417582418,0
"340","ScnbKXS_5047-HRSCAF-5925_1351240","L.16",50.8611994388917,14.6061347457682,0,0.593406593406593,0.406593406593407,0
"341","ScnbKXS_5047-HRSCAF-5925_633676","L.16",50.8611994388917,14.6061347457682,0,0.593406593406593,0.406593406593407,0
"342","ScnbKXS_5047-HRSCAF-5925_1783422","L.16",51.4106721068611,13.5210348699212,0.010989010989011,0.577777777777778,0.422222222222222,0
"343","ScnbKXS_5047-HRSCAF-5925_1357685","L.16",51.4106721068611,13.942761855828,0,0.582417582417582,0.417582417582418,0
"344","ScnbKXS_5047-HRSCAF-5925_1661263","L.16",52.509750192389,15.8371094496293,0.021978021978022,0.617977528089888,0.382022471910112,0
"345","ScnbKXS_5047-HRSCAF-5925_2428837","L.16",52.509750192389,15.2981424367129,0,0.604395604395604,0.395604395604396,0
"346","ScnbKXS_5047-HRSCAF-5925_2873128","L.16",53.0592228603584,14.6061347457682,0,0.593406593406593,0.406593406593407,0
"347","ScnbKXS_5047-HRSCAF-5925_3215006","L.16",53.0592228603584,14.6061347457682,0,0.593406593406593,0.406593406593407,0
"348","ScnbKXS_5047-HRSCAF-5925_3934646","L.16",54.7081720551533,15.2981424367129,0,0.604395604395604,0.395604395604396,0
"349","ScnbKXS_5047-HRSCAF-5925_3784915","L.16",54.7081720551533,15.3779727910288,0.032967032967033,0.613636363636364,0.386363636363636,0
"350","ScnbKXS_5047-HRSCAF-5925_4012582","L.16",54.7081720551533,15.8371094496293,0.021978021978022,0.617977528089888,0.382022471910112,0
"351","ScnbKXS_2360-HRSCAF-2785_3990059","L.16",55.2576447231227,16.0187849286622,0,0.615384615384615,0.384615384615385,0
"352","ScnbKXS_4518-HRSCAF-5314_24774","L.16",55.2576447231227,16.0187849286622,0,0.615384615384615,0.384615384615385,0
"353","ScnbKXS_11657-HRSCAF-13587_21874443","L.16",56.3567228086506,15.4079091738972,0,0.615384615384615,0.362637362637363,0.021978021978022
"354","ScnbKXS_8992-HRSCAF-10504_58090549","L.16",58.0056720034455,16.7680622216162,0,0.626373626373626,0.373626373626374,0
"355","ScnbKXS_8992-HRSCAF-10504_57965021","L.16",58.0056720034455,16.7680622216162,0,0.626373626373626,0.373626373626374,0
"356","ScnbKXS_7031-HRSCAF-8233_3353718","L.16",58.5551446714149,16.0187849286622,0,0.615384615384615,0.384615384615385,0
"357","ScnbKXS_8992-HRSCAF-10504_67572657","L.16",59.1046173393843,16.7680622216162,0,0.626373626373626,0.373626373626374,0
"358","ScnbKXS_8992-HRSCAF-10504_67572029","L.16",59.1046173393843,16.7680622216162,0,0.626373626373626,0.373626373626374,0
"359","ScnbKXS_7031-HRSCAF-8233_1083564","L.16",60.2036954249122,15.2981424367129,0,0.604395604395604,0.395604395604396,0
"360","ScnbKXS_7031-HRSCAF-8233_1074607","L.16",60.2036954249122,15.2981424367129,0,0.604395604395604,0.395604395604396,0
"361","ScnbKXS_11131-HRSCAF-12978_33713818","L.16",60.7531680928816,14.6061347457682,0,0.593406593406593,0.406593406593407,0
"362","ScnbKXS_11131-HRSCAF-12978_33738376","L.16",61.302640760851,13.942761855828,0,0.582417582417582,0.417582417582418,0
"363","ScnbKXS_11131-HRSCAF-12978_33722273","L.16",61.302640760851,13.942761855828,0,0.582417582417582,0.417582417582418,0
"364","ScnbKXS_11131-HRSCAF-12978_31822749","L.16",61.8521134288203,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"365","ScnbKXS_11131-HRSCAF-12978_31822884","L.16",62.4015860967897,13.942761855828,0,0.582417582417582,0.417582417582418,0
"366","ScnbKXS_11131-HRSCAF-12978_28410124","L.16",62.9510587647591,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"367","ScnbKXS_11131-HRSCAF-12978_26083169","L.16",64.050136850287,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"368","ScnbKXS_11131-HRSCAF-12978_26494777","L.16",64.5996095182564,13.942761855828,0,0.582417582417582,0.417582417582418,0
"369","ScnbKXS_11131-HRSCAF-12978_27025853","L.16",65.1490821862258,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"370","ScnbKXS_11131-HRSCAF-12978_28587252","L.16",65.6985548541952,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"371","ScnbKXS_11131-HRSCAF-12978_29963073","L.16",66.2480275221645,12.693243266536,0.032967032967033,0.568181818181818,0.431818181818182,0
"372","ScnbKXS_11131-HRSCAF-12978_28056134","L.16",66.2480275221645,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"373","ScnbKXS_11131-HRSCAF-12978_29798466","L.16",66.2480275221645,12.4945058529582,0.021978021978022,0.561797752808989,0.438202247191011,0
"374","ScnbKXS_11131-HRSCAF-12978_30638227","L.16",66.2480275221645,12.3050103205921,0.010989010989011,0.555555555555556,0.444444444444444,0
"375","ScnbKXS_11131-HRSCAF-12978_27022788","L.16",66.7975001901339,13.1044700129346,0.021978021978022,0.573033707865168,0.426966292134831,0
"376","ScnbKXS_11131-HRSCAF-12978_27085791","L.16",66.7975001901339,13.1044700129346,0.021978021978022,0.573033707865168,0.426966292134831,0
"377","ScnbKXS_11131-HRSCAF-12978_27640794","L.16",66.7975001901339,13.1044700129346,0.021978021978022,0.573033707865168,0.426966292134831,0
"378","ScnbKXS_11131-HRSCAF-12978_26099399","L.16",67.3469728581033,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"379","ScnbKXS_11131-HRSCAF-12978_15180353","L.16",69.2412726272766,12.0023202271444,0.032967032967033,0.568181818181818,0.409090909090909,0.0227272727272727
"380","ScnbKXS_11131-HRSCAF-12978_14185790","L.16",70.3403507128045,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"381","ScnbKXS_11131-HRSCAF-12978_15702546","L.16",70.3403507128045,13.1044700129346,0.021978021978022,0.573033707865168,0.426966292134831,0
"382","ScnbKXS_11131-HRSCAF-12978_15238465","L.16",70.3403507128045,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"383","ScnbKXS_11131-HRSCAF-12978_15498049","L.16",71.9892999075995,14.8528712810912,0.010989010989011,0.6,0.4,0
"384","ScnbKXS_11131-HRSCAF-12978_24068456","L.16",74.2986329108748,12.096088353919,0.032967032967033,0.556818181818182,0.443181818181818,0
"385","ScnbKXS_11131-HRSCAF-12978_24231308","L.16",74.2986329108748,12.3050103205921,0.010989010989011,0.555555555555556,0.444444444444444,0
"386","ScnbKXS_11131-HRSCAF-12978_24492592","L.16",74.2986329108748,12.3050103205921,0.010989010989011,0.555555555555556,0.444444444444444,0
"387","ScnbKXS_11131-HRSCAF-12978_24494650","L.16",74.2986329108748,12.3050103205921,0.010989010989011,0.555555555555556,0.444444444444444,0
"388","ScnbKXS_14162-HRSCAF-16520_34950337","L.16",74.8481055788442,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"389","ScnbKXS_14162-HRSCAF-16520_34952818","L.16",74.8481055788442,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"390","ScnbKXS_8275-HRSCAF-9667_11734420","L.16",75.3975782468136,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"391","ScnbKXS_11131-HRSCAF-12978_15230790","L.16",75.3975782468136,13.3080237668925,0,0.571428571428571,0.428571428571429,0
"392","ScnbKXS_11131-HRSCAF-12978_13283840","L.16",77.0465274416085,12.7019204789616,0,0.56043956043956,0.43956043956044,0
"393","ScnbKXS_11131-HRSCAF-12978_11438633","L.16",77.5960001095779,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"394","ScnbKXS_11131-HRSCAF-12978_13617416","L.16",78.6950781951058,12.1244519920353,0,0.549450549450549,0.450549450549451,0
