"","bins","chr","mark"
"3539",6,"1","ScnbKXS_16922-HRSCAF-20910_3734664"
"3540",6,"1","ScnbKXS_16922-HRSCAF-20910_3735105"
"3541",6,"1","ScnbKXS_16922-HRSCAF-20910_3735452"
"3542",6,"1","ScnbKXS_16922-HRSCAF-20910_3737537"
"3543",6,"1","ScnbKXS_16922-HRSCAF-20910_3738044"
"3544",6,"1","ScnbKXS_16922-HRSCAF-20910_3738065"
"3545",6,"1","ScnbKXS_16922-HRSCAF-20910_3738174"
"3546",6,"1","ScnbKXS_16922-HRSCAF-20910_3741103"
"3547",6,"1","ScnbKXS_16922-HRSCAF-20910_3750705"
"3548",6,"1","ScnbKXS_16922-HRSCAF-20910_5966128"
"3549",6,"1","ScnbKXS_16922-HRSCAF-20910_5975786"
"3550",6,"1","ScnbKXS_16922-HRSCAF-20910_5976930"
"3551",6,"1","ScnbKXS_16922-HRSCAF-20910_5977008"
"3552",6,"1","ScnbKXS_16922-HRSCAF-20910_5977038"
"3553",6,"1","ScnbKXS_16922-HRSCAF-20910_6181212"
"3554",6,"1","ScnbKXS_16922-HRSCAF-20910_6181323"
"3555",6,"1","ScnbKXS_16922-HRSCAF-20910_6301410"
"3556",6,"1","ScnbKXS_16922-HRSCAF-20910_6908786"
"3557",6,"1","ScnbKXS_16922-HRSCAF-20910_7004140"
"3558",6,"1","ScnbKXS_16922-HRSCAF-20910_7005822"
"3559",6,"1","ScnbKXS_16922-HRSCAF-20910_7006540"
"3560",6,"1","ScnbKXS_16922-HRSCAF-20910_7006661"
"3561",6,"1","ScnbKXS_16922-HRSCAF-20910_7492141"
"3562",6,"1","ScnbKXS_16922-HRSCAF-20910_7494319"
"3563",6,"1","ScnbKXS_16922-HRSCAF-20910_7495334"
"3564",6,"1","ScnbKXS_16922-HRSCAF-20910_7495422"
"3565",6,"1","ScnbKXS_16922-HRSCAF-20910_8409828"
"3566",6,"1","ScnbKXS_16922-HRSCAF-20910_8410040"
"3567",6,"1","ScnbKXS_16922-HRSCAF-20910_8868396"
"3568",6,"1","ScnbKXS_16922-HRSCAF-20910_9161287"
"3569",6,"1","ScnbKXS_16922-HRSCAF-20910_9161415"
"3570",6,"1","ScnbKXS_16922-HRSCAF-20910_9695162"
"3571",6,"1","ScnbKXS_16922-HRSCAF-20910_9695486"
"3572",6,"1","ScnbKXS_16922-HRSCAF-20910_9697075"
"3573",6,"1","ScnbKXS_16922-HRSCAF-20910_9697176"
"3574",6,"1","ScnbKXS_16922-HRSCAF-20910_9697931"
"3575",6,"1","ScnbKXS_16922-HRSCAF-20910_9698358"
"3576",6,"1","ScnbKXS_16922-HRSCAF-20910_9896536"
"3577",6,"1","ScnbKXS_16922-HRSCAF-20910_9896816"
"3578",6,"1","ScnbKXS_16922-HRSCAF-20910_9897149"
"3579",6,"1","ScnbKXS_16922-HRSCAF-20910_9897176"
"3580",6,"1","ScnbKXS_16922-HRSCAF-20910_9897678"
"3581",6,"1","ScnbKXS_16922-HRSCAF-20910_9898377"
"3582",6,"1","ScnbKXS_16922-HRSCAF-20910_10271052"
"3583",6,"1","ScnbKXS_16922-HRSCAF-20910_10271242"
"3584",6,"1","ScnbKXS_16922-HRSCAF-20910_10271243"
"3585",6,"1","ScnbKXS_16922-HRSCAF-20910_10271863"
"3586",6,"1","ScnbKXS_16922-HRSCAF-20910_10274286"
"3587",6,"1","ScnbKXS_16922-HRSCAF-20910_10275581"
"3588",6,"1","ScnbKXS_16922-HRSCAF-20910_10686685"
"3589",6,"1","ScnbKXS_16922-HRSCAF-20910_10686786"
"3590",6,"1","ScnbKXS_16922-HRSCAF-20910_10777330"
"3591",6,"1","ScnbKXS_16922-HRSCAF-20910_10780389"
"3592",6,"1","ScnbKXS_16922-HRSCAF-20910_11006378"
"3593",6,"1","ScnbKXS_16922-HRSCAF-20910_11006824"
"3594",6,"1","ScnbKXS_16922-HRSCAF-20910_11007128"
"3595",6,"1","ScnbKXS_16922-HRSCAF-20910_11043355"
"3596",6,"1","ScnbKXS_16922-HRSCAF-20910_11043367"
"3597",6,"1","ScnbKXS_16922-HRSCAF-20910_11043426"
"3598",6,"1","ScnbKXS_16922-HRSCAF-20910_11043921"
"3599",6,"1","ScnbKXS_16922-HRSCAF-20910_11043960"
"3600",6,"1","ScnbKXS_16922-HRSCAF-20910_11045560"
"3601",6,"1","ScnbKXS_16922-HRSCAF-20910_11045641"
"3602",6,"1","ScnbKXS_16922-HRSCAF-20910_11046020"
"3603",6,"1","ScnbKXS_16922-HRSCAF-20910_11253357"
"3604",6,"1","ScnbKXS_16922-HRSCAF-20910_11253486"
"3605",6,"1","ScnbKXS_16922-HRSCAF-20910_11253861"
"3606",6,"1","ScnbKXS_16922-HRSCAF-20910_11258803"
"3607",6,"1","ScnbKXS_16922-HRSCAF-20910_11258965"
"3608",6,"1","ScnbKXS_16922-HRSCAF-20910_11259374"
"3609",6,"1","ScnbKXS_16922-HRSCAF-20910_11261786"
"3610",6,"1","ScnbKXS_16922-HRSCAF-20910_11822097"
"3611",6,"1","ScnbKXS_16922-HRSCAF-20910_12873933"
"3612",6,"1","ScnbKXS_16922-HRSCAF-20910_12910207"
"3613",6,"1","ScnbKXS_16922-HRSCAF-20910_12910256"
"3614",6,"1","ScnbKXS_16922-HRSCAF-20910_12910271"
"3615",6,"1","ScnbKXS_16922-HRSCAF-20910_12910745"
"3616",6,"1","ScnbKXS_16922-HRSCAF-20910_12910771"
"3617",6,"1","ScnbKXS_16922-HRSCAF-20910_12910912"
"3618",6,"1","ScnbKXS_16922-HRSCAF-20910_12991046"
"3619",6,"1","ScnbKXS_16922-HRSCAF-20910_13049148"
"3620",6,"1","ScnbKXS_16922-HRSCAF-20910_13565735"
"3621",6,"1","ScnbKXS_16922-HRSCAF-20910_13598504"
"3622",6,"1","ScnbKXS_16922-HRSCAF-20910_13667186"
"3623",6,"1","ScnbKXS_16922-HRSCAF-20910_13669647"
"3624",6,"1","ScnbKXS_16922-HRSCAF-20910_13669714"
"3625",6,"1","ScnbKXS_16922-HRSCAF-20910_13670059"
"3626",6,"1","ScnbKXS_16922-HRSCAF-20910_13670200"
"3627",6,"1","ScnbKXS_16922-HRSCAF-20910_13670566"
"3628",6,"1","ScnbKXS_16922-HRSCAF-20910_13674125"
"3629",6,"1","ScnbKXS_16922-HRSCAF-20910_13675479"
"3630",6,"1","ScnbKXS_16922-HRSCAF-20910_13675480"
"3631",6,"1","ScnbKXS_16922-HRSCAF-20910_13971732"
"3632",6,"1","ScnbKXS_16922-HRSCAF-20910_15525570"
"3633",6,"1","ScnbKXS_16922-HRSCAF-20910_15718831"
"3634",6,"1","ScnbKXS_16922-HRSCAF-20910_15718957"
"3635",6,"1","ScnbKXS_16922-HRSCAF-20910_15719875"
"3636",6,"1","ScnbKXS_16922-HRSCAF-20910_15720025"
"3637",6,"1","ScnbKXS_16922-HRSCAF-20910_15913098"
"3638",6,"1","ScnbKXS_16948-HRSCAF-20963_750321"
"3639",6,"1","ScnbKXS_16948-HRSCAF-20963_1062716"
"3640",6,"1","ScnbKXS_16948-HRSCAF-20963_1062868"
"3641",6,"1","ScnbKXS_16948-HRSCAF-20963_1063086"
"3642",6,"1","ScnbKXS_16948-HRSCAF-20963_1063669"
"3643",6,"1","ScnbKXS_16948-HRSCAF-20963_1063678"
"3644",6,"1","ScnbKXS_16948-HRSCAF-20963_1063921"
"3645",6,"1","ScnbKXS_16948-HRSCAF-20963_1063927"
"3646",6,"1","ScnbKXS_16948-HRSCAF-20963_1064662"
"3647",6,"1","ScnbKXS_16948-HRSCAF-20963_1064909"
"3648",6,"1","ScnbKXS_16948-HRSCAF-20963_1065406"
"3649",6,"1","ScnbKXS_16948-HRSCAF-20963_1066226"
"3650",6,"1","ScnbKXS_16948-HRSCAF-20963_1066382"
"3651",6,"1","ScnbKXS_16948-HRSCAF-20963_1066417"
"3652",6,"1","ScnbKXS_16948-HRSCAF-20963_1066418"
"3653",6,"1","ScnbKXS_16948-HRSCAF-20963_1066609"
"3654",6,"1","ScnbKXS_16948-HRSCAF-20963_1067216"
"3655",6,"1","ScnbKXS_16948-HRSCAF-20963_1067527"
"3656",6,"1","ScnbKXS_16948-HRSCAF-20963_1068244"
"3657",6,"1","ScnbKXS_16948-HRSCAF-20963_1619228"
"3658",6,"1","ScnbKXS_16948-HRSCAF-20963_1619260"
"3659",6,"1","ScnbKXS_16948-HRSCAF-20963_1619430"
"3660",6,"1","ScnbKXS_16948-HRSCAF-20963_1621258"
"3661",6,"1","ScnbKXS_16948-HRSCAF-20963_1621311"
"3662",6,"1","ScnbKXS_16948-HRSCAF-20963_1621339"
"3663",6,"1","ScnbKXS_16948-HRSCAF-20963_1621382"
"3664",6,"1","ScnbKXS_16948-HRSCAF-20963_1621442"
"3665",6,"1","ScnbKXS_16948-HRSCAF-20963_1621457"
"3666",6,"1","ScnbKXS_17016-HRSCAF-21114_3028460"
"3667",6,"1","ScnbKXS_17016-HRSCAF-21114_3028606"
"3668",6,"1","ScnbKXS_17016-HRSCAF-21114_3029249"
"3669",6,"1","ScnbKXS_17016-HRSCAF-21114_3030397"
"3670",6,"1","ScnbKXS_17040-HRSCAF-21160_42261"
"3671",6,"1","ScnbKXS_17040-HRSCAF-21160_42281"
"3672",6,"1","ScnbKXS_17040-HRSCAF-21160_42425"
"3673",6,"1","ScnbKXS_17040-HRSCAF-21160_74748"
"3674",6,"1","ScnbKXS_17040-HRSCAF-21160_74749"
"3675",6,"1","ScnbKXS_17040-HRSCAF-21160_1136433"
"3676",6,"1","ScnbKXS_17040-HRSCAF-21160_1802304"
"3677",6,"1","ScnbKXS_17040-HRSCAF-21160_1802388"
"3678",6,"1","ScnbKXS_17040-HRSCAF-21160_3445183"
"3679",6,"1","ScnbKXS_17040-HRSCAF-21160_3445254"
"3680",6,"1","ScnbKXS_17040-HRSCAF-21160_3448159"
"3681",6,"1","ScnbKXS_17040-HRSCAF-21160_3448254"
"3682",6,"1","ScnbKXS_17040-HRSCAF-21160_3448367"
"3683",6,"1","ScnbKXS_17040-HRSCAF-21160_3450359"
"3684",6,"1","ScnbKXS_17040-HRSCAF-21160_3450485"
"3685",6,"1","ScnbKXS_17040-HRSCAF-21160_3450790"
"3686",6,"1","ScnbKXS_17040-HRSCAF-21160_3954238"
"3687",6,"1","ScnbKXS_17040-HRSCAF-21160_4101264"
"3688",6,"1","ScnbKXS_17040-HRSCAF-21160_4307706"
"3689",6,"1","ScnbKXS_17040-HRSCAF-21160_4504114"
"3690",6,"1","ScnbKXS_17040-HRSCAF-21160_4504117"
"3691",6,"1","ScnbKXS_17040-HRSCAF-21160_4504119"
"3692",6,"1","ScnbKXS_17040-HRSCAF-21160_4525339"
"3693",6,"1","ScnbKXS_17151-HRSCAF-21375_2070686"
"3694",6,"1","ScnbKXS_17261-HRSCAF-21553_415788"
"3695",6,"1","ScnbKXS_17261-HRSCAF-21553_415813"
"3696",6,"1","ScnbKXS_17261-HRSCAF-21553_416366"
"3697",6,"1","ScnbKXS_17261-HRSCAF-21553_416959"
"3698",6,"1","ScnbKXS_17261-HRSCAF-21553_417513"
"3699",6,"1","ScnbKXS_17261-HRSCAF-21553_417543"
"3700",6,"1","ScnbKXS_17265-HRSCAF-21557_451872"
"3701",6,"1","ScnbKXS_17265-HRSCAF-21557_756918"
"3702",6,"1","ScnbKXS_17265-HRSCAF-21557_757534"
"3703",6,"1","ScnbKXS_17265-HRSCAF-21557_758238"
"3704",6,"1","ScnbKXS_17265-HRSCAF-21557_759730"
"3705",6,"1","ScnbKXS_17265-HRSCAF-21557_1010520"
"3706",6,"1","ScnbKXS_17265-HRSCAF-21557_1010521"
"3707",6,"1","ScnbKXS_17265-HRSCAF-21557_1060299"
"3708",6,"1","ScnbKXS_17265-HRSCAF-21557_1060326"
"3709",6,"1","ScnbKXS_17265-HRSCAF-21557_1062310"
"3710",6,"1","ScnbKXS_17265-HRSCAF-21557_1329640"
"3711",6,"1","ScnbKXS_17265-HRSCAF-21557_1365323"
"3712",6,"1","ScnbKXS_17265-HRSCAF-21557_2605931"
"3713",6,"1","ScnbKXS_17265-HRSCAF-21557_2607224"
"3714",6,"1","ScnbKXS_17265-HRSCAF-21557_2907538"
"3715",6,"1","ScnbKXS_17265-HRSCAF-21557_2909662"
"3716",6,"1","ScnbKXS_17265-HRSCAF-21557_3329823"
"3717",6,"1","ScnbKXS_17265-HRSCAF-21557_3329999"
"3718",6,"1","ScnbKXS_17265-HRSCAF-21557_3330507"
"3719",6,"1","ScnbKXS_17265-HRSCAF-21557_3330585"
"3720",6,"1","ScnbKXS_17265-HRSCAF-21557_3333308"
"3721",6,"1","ScnbKXS_17265-HRSCAF-21557_3334048"
"3722",6,"1","ScnbKXS_17265-HRSCAF-21557_3335197"
"3723",6,"1","ScnbKXS_17265-HRSCAF-21557_3335276"
"3724",6,"1","ScnbKXS_17265-HRSCAF-21557_3632129"
"3725",6,"1","ScnbKXS_17265-HRSCAF-21557_3633453"
"3726",6,"1","ScnbKXS_17265-HRSCAF-21557_3735520"
"3727",6,"1","ScnbKXS_17265-HRSCAF-21557_4323320"
"3728",6,"1","ScnbKXS_17265-HRSCAF-21557_4325899"
"3729",6,"1","ScnbKXS_17265-HRSCAF-21557_4326181"
"3730",6,"1","ScnbKXS_17265-HRSCAF-21557_4326590"
"3731",6,"1","ScnbKXS_17265-HRSCAF-21557_4480705"
"3732",6,"1","ScnbKXS_17265-HRSCAF-21557_4480708"
"3733",6,"1","ScnbKXS_17265-HRSCAF-21557_4480720"
"3734",6,"1","ScnbKXS_17265-HRSCAF-21557_5369340"
"3735",6,"1","ScnbKXS_17265-HRSCAF-21557_5375770"
"3736",6,"1","ScnbKXS_17265-HRSCAF-21557_5591019"
"3737",6,"1","ScnbKXS_17265-HRSCAF-21557_5762954"
"3738",6,"1","ScnbKXS_17265-HRSCAF-21557_5943717"
"3739",6,"1","ScnbKXS_17265-HRSCAF-21557_9049174"
"3740",6,"1","ScnbKXS_17265-HRSCAF-21557_10361280"
"3741",6,"1","ScnbKXS_17265-HRSCAF-21557_10393189"
"3742",6,"1","ScnbKXS_17265-HRSCAF-21557_11425847"
"3743",6,"1","ScnbKXS_17265-HRSCAF-21557_11828068"
"3744",6,"1","ScnbKXS_17265-HRSCAF-21557_12016678"
"3745",6,"1","ScnbKXS_17265-HRSCAF-21557_12467118"
"3746",6,"1","ScnbKXS_17265-HRSCAF-21557_12530750"
"3747",6,"1","ScnbKXS_17265-HRSCAF-21557_12839169"
"3748",6,"1","ScnbKXS_17265-HRSCAF-21557_12985056"
"3749",6,"1","ScnbKXS_17265-HRSCAF-21557_13088231"
"3750",6,"1","ScnbKXS_17265-HRSCAF-21557_13088720"
"3751",6,"1","ScnbKXS_17265-HRSCAF-21557_13088984"
"3752",6,"1","ScnbKXS_17265-HRSCAF-21557_13478178"
"3753",6,"1","ScnbKXS_17265-HRSCAF-21557_13676228"
"3754",6,"1","ScnbKXS_17265-HRSCAF-21557_13676525"
"3755",6,"1","ScnbKXS_17265-HRSCAF-21557_13677950"
"3756",6,"1","ScnbKXS_17265-HRSCAF-21557_13678788"
"3757",6,"1","ScnbKXS_17265-HRSCAF-21557_14324682"
"3758",6,"1","ScnbKXS_17265-HRSCAF-21557_14353236"
"3759",6,"1","ScnbKXS_17265-HRSCAF-21557_14597029"
"3760",6,"1","ScnbKXS_17265-HRSCAF-21557_14748506"
"3761",6,"1","ScnbKXS_17265-HRSCAF-21557_14749403"
"3762",6,"1","ScnbKXS_17265-HRSCAF-21557_14841320"
"3763",6,"1","ScnbKXS_17265-HRSCAF-21557_14841790"
"3764",6,"1","ScnbKXS_17265-HRSCAF-21557_15284290"
"3765",6,"1","ScnbKXS_17265-HRSCAF-21557_15326398"
"3766",6,"1","ScnbKXS_17265-HRSCAF-21557_15326449"
"3767",6,"1","ScnbKXS_17265-HRSCAF-21557_15771783"
"3768",6,"1","ScnbKXS_17265-HRSCAF-21557_15771791"
"3769",6,"1","ScnbKXS_17265-HRSCAF-21557_15772146"
"3770",6,"1","ScnbKXS_17265-HRSCAF-21557_15809101"
"3771",6,"1","ScnbKXS_17265-HRSCAF-21557_15918452"
"3772",6,"1","ScnbKXS_17265-HRSCAF-21557_15941133"
"3773",6,"1","ScnbKXS_17265-HRSCAF-21557_16687184"
"3774",6,"1","ScnbKXS_17265-HRSCAF-21557_17581714"
"3775",6,"1","ScnbKXS_17265-HRSCAF-21557_18213171"
"3776",6,"1","ScnbKXS_17265-HRSCAF-21557_18435162"
"3777",6,"1","ScnbKXS_17265-HRSCAF-21557_18435226"
"3778",6,"1","ScnbKXS_17265-HRSCAF-21557_18482490"
"3779",6,"1","ScnbKXS_17265-HRSCAF-21557_18483810"
"3780",6,"1","ScnbKXS_17265-HRSCAF-21557_18520669"
"3781",6,"1","ScnbKXS_17265-HRSCAF-21557_18559626"
"3782",6,"1","ScnbKXS_17265-HRSCAF-21557_18578998"
"3783",6,"1","ScnbKXS_17265-HRSCAF-21557_18580614"
"3784",6,"1","ScnbKXS_17265-HRSCAF-21557_18585921"
"3785",6,"1","ScnbKXS_17265-HRSCAF-21557_18601532"
"3786",6,"1","ScnbKXS_17265-HRSCAF-21557_18602547"
"3787",6,"1","ScnbKXS_17265-HRSCAF-21557_18680983"
"3788",6,"1","ScnbKXS_17265-HRSCAF-21557_18709595"
"3789",6,"1","ScnbKXS_17265-HRSCAF-21557_18901412"
"3790",6,"1","ScnbKXS_17265-HRSCAF-21557_18932810"
"3791",6,"1","ScnbKXS_17265-HRSCAF-21557_18933045"
"3792",6,"1","ScnbKXS_17265-HRSCAF-21557_18933400"
"3793",6,"1","ScnbKXS_17265-HRSCAF-21557_18943335"
"3794",6,"1","ScnbKXS_17265-HRSCAF-21557_19059549"
"3795",6,"1","ScnbKXS_17265-HRSCAF-21557_19059769"
"3796",6,"1","ScnbKXS_17265-HRSCAF-21557_19259405"
"3797",6,"1","ScnbKXS_17265-HRSCAF-21557_19349979"
"3798",6,"1","ScnbKXS_17265-HRSCAF-21557_19351876"
"3799",6,"1","ScnbKXS_17265-HRSCAF-21557_19435520"
"3800",6,"1","ScnbKXS_17265-HRSCAF-21557_19435568"
"3801",6,"1","ScnbKXS_17265-HRSCAF-21557_19436895"
"3802",6,"1","ScnbKXS_17265-HRSCAF-21557_19437508"
"3803",6,"1","ScnbKXS_17265-HRSCAF-21557_19438119"
"3804",6,"1","ScnbKXS_17265-HRSCAF-21557_19468988"
"3805",6,"1","ScnbKXS_17265-HRSCAF-21557_19616028"
"3806",6,"1","ScnbKXS_17265-HRSCAF-21557_19616744"
"3807",6,"1","ScnbKXS_17265-HRSCAF-21557_19750443"
"3808",6,"1","ScnbKXS_17265-HRSCAF-21557_20011411"
"3809",6,"1","ScnbKXS_17265-HRSCAF-21557_20012116"
"3810",6,"1","ScnbKXS_17265-HRSCAF-21557_20095236"
"3811",6,"1","ScnbKXS_17265-HRSCAF-21557_20096034"
"3812",6,"1","ScnbKXS_17265-HRSCAF-21557_20096052"
"3813",6,"1","ScnbKXS_17265-HRSCAF-21557_20494306"
"3814",6,"1","ScnbKXS_17265-HRSCAF-21557_20495483"
"3815",6,"1","ScnbKXS_17265-HRSCAF-21557_20496783"
"3816",6,"1","ScnbKXS_17265-HRSCAF-21557_20496942"
"3817",6,"1","ScnbKXS_17265-HRSCAF-21557_20496981"
"3818",6,"1","ScnbKXS_17265-HRSCAF-21557_20498857"
"3819",6,"1","ScnbKXS_17265-HRSCAF-21557_20694764"
"3820",6,"1","ScnbKXS_17265-HRSCAF-21557_20903856"
"3821",6,"1","ScnbKXS_17265-HRSCAF-21557_20976457"
"3822",6,"1","ScnbKXS_17265-HRSCAF-21557_20976514"
"3823",6,"1","ScnbKXS_17265-HRSCAF-21557_20976535"
"3824",6,"1","ScnbKXS_17265-HRSCAF-21557_20978455"
"3825",6,"1","ScnbKXS_17265-HRSCAF-21557_20979279"
"3826",6,"1","ScnbKXS_17265-HRSCAF-21557_21212519"
"3827",6,"1","ScnbKXS_17265-HRSCAF-21557_21346160"
"3828",6,"1","ScnbKXS_17265-HRSCAF-21557_21346182"
"3829",6,"1","ScnbKXS_17265-HRSCAF-21557_21346763"
"3830",6,"1","ScnbKXS_17265-HRSCAF-21557_21348056"
"3831",6,"1","ScnbKXS_17265-HRSCAF-21557_21348085"
"3832",6,"1","ScnbKXS_17265-HRSCAF-21557_21384806"
"3833",6,"1","ScnbKXS_17265-HRSCAF-21557_21385918"
"3834",6,"1","ScnbKXS_17265-HRSCAF-21557_21639745"
"3835",6,"1","ScnbKXS_17265-HRSCAF-21557_22386053"
"3836",6,"1","ScnbKXS_17265-HRSCAF-21557_22386752"
"3837",6,"1","ScnbKXS_17265-HRSCAF-21557_23381802"
"3838",6,"1","ScnbKXS_17265-HRSCAF-21557_23382139"
"3839",6,"1","ScnbKXS_17265-HRSCAF-21557_23492271"
"3840",6,"1","ScnbKXS_17265-HRSCAF-21557_23492553"
"3841",6,"1","ScnbKXS_17265-HRSCAF-21557_23739398"
"3842",6,"1","ScnbKXS_17265-HRSCAF-21557_23741680"
"3843",6,"1","ScnbKXS_17265-HRSCAF-21557_23743587"
"3844",6,"1","ScnbKXS_17265-HRSCAF-21557_23817459"
"3845",6,"1","ScnbKXS_17265-HRSCAF-21557_23817566"
"3846",6,"1","ScnbKXS_17265-HRSCAF-21557_23818021"
"3847",6,"1","ScnbKXS_17265-HRSCAF-21557_23818591"
"3848",6,"1","ScnbKXS_17265-HRSCAF-21557_23818954"
"3849",6,"1","ScnbKXS_17265-HRSCAF-21557_23822675"
"3850",6,"1","ScnbKXS_17265-HRSCAF-21557_23846776"
"3851",6,"1","ScnbKXS_17265-HRSCAF-21557_24897027"
"3852",6,"1","ScnbKXS_17265-HRSCAF-21557_24898326"
"3853",6,"1","ScnbKXS_17265-HRSCAF-21557_24898509"
"3854",6,"1","ScnbKXS_17265-HRSCAF-21557_24899602"
"3855",6,"1","ScnbKXS_17265-HRSCAF-21557_25678494"
"3856",6,"1","ScnbKXS_17265-HRSCAF-21557_25679217"
"3857",6,"1","ScnbKXS_17265-HRSCAF-21557_25679239"
"3858",6,"1","ScnbKXS_17265-HRSCAF-21557_25970126"
"3859",6,"1","ScnbKXS_17265-HRSCAF-21557_25971015"
"3860",6,"1","ScnbKXS_17265-HRSCAF-21557_26362631"
"3861",6,"1","ScnbKXS_17265-HRSCAF-21557_26363112"
"3862",6,"1","ScnbKXS_17265-HRSCAF-21557_26408598"
"3863",6,"1","ScnbKXS_17265-HRSCAF-21557_26426347"
"3864",6,"1","ScnbKXS_17265-HRSCAF-21557_26439719"
"3865",6,"1","ScnbKXS_17265-HRSCAF-21557_26715964"
"3866",6,"1","ScnbKXS_17265-HRSCAF-21557_26718367"
"3867",6,"1","ScnbKXS_17265-HRSCAF-21557_26718368"
"3868",6,"1","ScnbKXS_17265-HRSCAF-21557_26857926"
"3869",6,"1","ScnbKXS_17265-HRSCAF-21557_26937716"
"3870",6,"1","ScnbKXS_17265-HRSCAF-21557_26994970"
"3871",6,"1","ScnbKXS_17265-HRSCAF-21557_26994972"
"3872",6,"1","ScnbKXS_17265-HRSCAF-21557_27125753"
"3873",6,"1","ScnbKXS_17265-HRSCAF-21557_27202963"
"3874",6,"1","ScnbKXS_17265-HRSCAF-21557_27397536"
"3875",6,"1","ScnbKXS_17265-HRSCAF-21557_27548696"
"3876",6,"1","ScnbKXS_17265-HRSCAF-21557_27813225"
"3877",6,"1","ScnbKXS_17265-HRSCAF-21557_27851159"
"3878",6,"1","ScnbKXS_17265-HRSCAF-21557_27851350"
"3879",6,"1","ScnbKXS_17265-HRSCAF-21557_28212225"
"3880",6,"1","ScnbKXS_17265-HRSCAF-21557_28276846"
"3881",6,"1","ScnbKXS_17265-HRSCAF-21557_28277599"
"3882",6,"1","ScnbKXS_17265-HRSCAF-21557_28400422"
"3883",6,"1","ScnbKXS_17265-HRSCAF-21557_28401090"
"3884",6,"1","ScnbKXS_17265-HRSCAF-21557_28402488"
"3885",6,"1","ScnbKXS_17265-HRSCAF-21557_28405125"
"3886",6,"1","ScnbKXS_17266-HRSCAF-21558_64044"
"3887",6,"1","ScnbKXS_17266-HRSCAF-21558_69391"
"3888",6,"1","ScnbKXS_17266-HRSCAF-21558_706449"
"3889",6,"1","ScnbKXS_17266-HRSCAF-21558_706455"
"3890",6,"1","ScnbKXS_17266-HRSCAF-21558_706481"
"3891",6,"1","ScnbKXS_17266-HRSCAF-21558_793412"
"3892",6,"1","ScnbKXS_17266-HRSCAF-21558_793413"
"3893",6,"1","ScnbKXS_17266-HRSCAF-21558_1215827"
"3894",6,"1","ScnbKXS_17266-HRSCAF-21558_1249290"
"3895",6,"1","ScnbKXS_17266-HRSCAF-21558_1303774"
"3896",6,"1","ScnbKXS_17266-HRSCAF-21558_1304092"
"3897",6,"1","ScnbKXS_17266-HRSCAF-21558_1304145"
"3898",6,"1","ScnbKXS_17266-HRSCAF-21558_1349859"
"3899",6,"1","ScnbKXS_17266-HRSCAF-21558_1351910"
"3900",6,"1","ScnbKXS_17266-HRSCAF-21558_1609705"
"3901",6,"1","ScnbKXS_17266-HRSCAF-21558_2103225"
"3902",6,"1","ScnbKXS_17266-HRSCAF-21558_2104292"
"3903",6,"1","ScnbKXS_17266-HRSCAF-21558_2192671"
"3904",6,"1","ScnbKXS_17266-HRSCAF-21558_2403786"
"3905",6,"1","ScnbKXS_17266-HRSCAF-21558_2453071"
"3906",6,"1","ScnbKXS_17266-HRSCAF-21558_2535149"
"3907",6,"1","ScnbKXS_17266-HRSCAF-21558_2676899"
"3908",6,"1","ScnbKXS_17266-HRSCAF-21558_2684073"
"3909",6,"1","ScnbKXS_17266-HRSCAF-21558_2684074"
"3910",6,"1","ScnbKXS_17266-HRSCAF-21558_2684076"
"3911",6,"1","ScnbKXS_17266-HRSCAF-21558_2976470"
"3912",6,"1","ScnbKXS_17266-HRSCAF-21558_5276587"
"3913",6,"1","ScnbKXS_17266-HRSCAF-21558_5276653"
"3914",6,"1","ScnbKXS_17266-HRSCAF-21558_5276734"
"3915",6,"1","ScnbKXS_17266-HRSCAF-21558_5276738"
"3916",6,"1","ScnbKXS_17266-HRSCAF-21558_5419283"
"3917",6,"1","ScnbKXS_17266-HRSCAF-21558_5679457"
"3918",6,"1","ScnbKXS_17266-HRSCAF-21558_5679502"
"3919",6,"1","ScnbKXS_17266-HRSCAF-21558_5681134"
"3920",6,"1","ScnbKXS_17266-HRSCAF-21558_5926181"
"3921",6,"1","ScnbKXS_17266-HRSCAF-21558_5934537"
"3922",6,"1","ScnbKXS_17266-HRSCAF-21558_6000933"
"3923",6,"1","ScnbKXS_17266-HRSCAF-21558_6000934"
"3924",6,"1","ScnbKXS_17266-HRSCAF-21558_6002466"
"3925",6,"1","ScnbKXS_17266-HRSCAF-21558_6004437"
"3926",6,"1","ScnbKXS_17266-HRSCAF-21558_6015188"
"3927",6,"1","ScnbKXS_17266-HRSCAF-21558_6015575"
"3928",6,"1","ScnbKXS_17266-HRSCAF-21558_6049234"
"3929",6,"1","ScnbKXS_17266-HRSCAF-21558_6049261"
"3930",6,"1","ScnbKXS_17266-HRSCAF-21558_6049359"
"3931",6,"1","ScnbKXS_17266-HRSCAF-21558_6075286"
"3932",6,"1","ScnbKXS_17266-HRSCAF-21558_6076119"
"3933",6,"1","ScnbKXS_17266-HRSCAF-21558_6145775"
"3934",6,"1","ScnbKXS_17266-HRSCAF-21558_6145864"
"3935",6,"1","ScnbKXS_17266-HRSCAF-21558_6146427"
"3936",6,"1","ScnbKXS_17266-HRSCAF-21558_6146722"
"3937",6,"1","ScnbKXS_17266-HRSCAF-21558_6147261"
"3938",6,"1","ScnbKXS_17266-HRSCAF-21558_6147263"
